Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years,Item_Outlet_Sales
15.85,Low Fat,0.081953387,Breads,176.237,Small,Tier 2,Supermarket Type1,11,2646.555
9.695,Low Fat,0.1300757415,Fruits and Vegetables,186.7898,Small,Tier 3,Grocery Store,15,561.2694
11.3,Low Fat,0.056387854,Baking Goods,245.4118,High,Tier 3,Supermarket Type1,26,6669.3186
11.8,Non-Edible,0.058975504,Health and Hygiene,81.7618,Medium,Tier 3,Supermarket Type2,4,966.7416
13.5,Non-Edible,0.12163321,Household,161.692,Small,Tier 3,Grocery Store,15,159.792
11.1,Low Fat,0.044814962,Snack Foods,174.4054,Small,Tier 2,Supermarket Type1,9,4027.4242
11.6,Low Fat,0.038578846,Dairy,56.1272,Medium,Tier 1,Supermarket Type1,14,671.1264
16.75,Low Fat,0.029785889,Snack Foods,38.9822,Medium,Tier 1,Supermarket Type1,14,628.5152
20.5,Regular,0.113045883,Fruits and Vegetables,194.1478,Small,Tier 2,Supermarket Type1,6,2906.217
11.6,Non-Edible,0.037639672,Health and Hygiene,98.4042,Medium,Tier 1,Supermarket Type1,14,1388.8588
19.35,Regular,0.08186804,Baking Goods,46.8034,Medium,Tier 3,Supermarket Type3,28,1069.2748
16.7,Low Fat,0.102055777,Canned,184.0292,Small,Tier 1,Supermarket Type1,16,3101.2964
9.195,Low Fat,0.015856295,Baking Goods,81.6592,Small,Tier 2,Supermarket Type1,9,1403.5064
11.395,Non-Edible,0.021649904,Health and Hygiene,151.6708,High,Tier 3,Supermarket Type1,26,3460.8284
20.1,Regular,0.054455495,Frozen Foods,149.5366,Small,Tier 1,Supermarket Type1,16,2871.5954
10.195,Regular,0.078758649,Fruits and Vegetables,116.3808,Small,Tier 1,Grocery Store,28,234.3616
5.63,Regular,0.024536636,Meat,106.1306,Small,Tier 2,Supermarket Type1,9,2090.612
14.65,Low Fat,0.171245426,Fruits and Vegetables,50.3692,High,Tier 3,Supermarket Type1,26,591.2304
19.85,Regular,0.036551446,Snack Foods,62.7194,Small,Tier 1,Grocery Store,28,123.8388
10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,Small,Tier 1,Supermarket Type1,16,5145.3024
8.01,Low Fat,0.070247589,Hard Drinks,37.5532,Small,Tier 1,Supermarket Type1,16,1366.2216
17.6,Regular,0.015950066,Breads,47.7402,Medium,Tier 3,Supermarket Type3,28,1975.4286
21.25,Non-Edible,0.024650932,Household,146.0102,Small,Tier 2,Supermarket Type1,9,2916.204
19.7,Regular,0.081193712,Baking Goods,198.411,Small,Tier 2,Supermarket Type1,6,2553.343
14.1,Low Fat,0.089677773,Canned,139.8496,Small,Tier 1,Supermarket Type1,16,1693.7952
9.195,Low Fat,0.10080442,Baking Goods,45.4744,Medium,Tier 3,Supermarket Type3,28,1041.3112
8.895,Low Fat,0.075757177,Hard Drinks,232.9616,Small,Tier 2,Supermarket Type1,11,2812.3392
11.0,Non-Edible,0.054939029,Health and Hygiene,101.4358,Small,Tier 1,Supermarket Type1,16,1608.5728
13.6,Regular,0.043443753,Fruits and Vegetables,158.1946,Medium,Tier 3,Supermarket Type3,28,6942.9624
7.97,Low Fat,0.034286109,Soft Drinks,173.1422,Medium,Tier 3,Supermarket Type3,28,5000.8238
18.0,Low Fat,0.039090105,Snack Foods,148.4418,Small,Tier 2,Supermarket Type1,11,4119.9704
18.85,Low Fat,0.137755834,Hard Drinks,161.8578,Medium,Tier 3,Supermarket Type2,4,3530.0716
16.75,Low Fat,0.104348025,Snack Foods,156.263,Medium,Tier 3,Supermarket Type3,28,4850.353
15.699999999999998,Low Fat,0.030554947,Hard Drinks,41.877,Medium,Tier 3,Supermarket Type3,28,1125.202
9.5,Regular,0.048883854,Starchy Foods,185.7898,Medium,Tier 3,Supermarket Type2,4,2619.2572
9.5,Regular,0.022093019,Meat,195.9452,Medium,Tier 1,Supermarket Type1,14,2348.9424
18.75,Non-Edible,0.034141213,Household,211.9218,Medium,Tier 3,Supermarket Type3,28,3419.5488
17.85,Low Fat,0.011180843,Snack Foods,213.456,Medium,Tier 3,Supermarket Type3,28,4261.12
18.7,Low Fat,0.105104552,Frozen Foods,121.7072,Medium,Tier 3,Supermarket Type2,4,1347.5792
14.3,Regular,0.034404732,Baking Goods,98.1726,Small,Tier 2,Supermarket Type1,9,489.363
11.1,Regular,0.036083537,Frozen Foods,175.4712,Medium,Tier 1,Supermarket Type1,14,2988.1104
13.15,Regular,0.165616415,Fruits and Vegetables,172.6764,Medium,Tier 1,Supermarket Type1,14,2061.3168
11.15,Low Fat,0.119371835,Dairy,45.2744,Medium,Tier 3,Supermarket Type3,28,905.488
15.3,Non-Edible,0.038460297,Household,104.0332,Small,Tier 3,Grocery Store,15,205.0664
15.85,Low Fat,0.07871426,Canned,37.2506,Small,Tier 2,Supermarket Type1,11,493.3578
8.39,Regular,0.024243294,Frozen Foods,116.0176,Medium,Tier 1,Supermarket Type1,14,1603.2464
20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,Small,Tier 2,Supermarket Type1,11,905.488
15.7,Regular,0.122657336,Fruits and Vegetables,110.1544,Medium,Tier 1,Supermarket Type1,14,1565.9616
13.35,Low Fat,0.064938448,Baking Goods,90.0804,Small,Tier 2,Supermarket Type1,9,1561.9668
7.575,Low Fat,0.055502454,Dairy,196.5768,Small,Tier 2,Supermarket Type1,11,1576.6144
9.8,Non-Edible,0.024482644,Health and Hygiene,116.2492,Medium,Tier 3,Supermarket Type2,4,2896.23
18.75,Non-Edible,0.034307348,Household,215.2218,Small,Tier 1,Supermarket Type1,16,4701.8796
5.03,Non-Edible,0.008639333,Household,122.2756,High,Tier 3,Supermarket Type1,26,2059.9852
12.35,Regular,0.186192253,Baking Goods,75.9328,Medium,Tier 3,Supermarket Type3,28,3012.0792
6.865,Low Fat,0.056830682,Snack Foods,214.0218,Small,Tier 1,Supermarket Type1,16,5556.7668
6.305,Regular,0.12301331,Snack Foods,93.2436,High,Tier 3,Supermarket Type1,26,2079.9592
15.7,Low Fat,0.045203854,Frozen Foods,180.266,Small,Tier 1,Supermarket Type1,16,1617.894
10.5,Regular,0.142827296,Breads,159.4578,Small,Tier 2,Supermarket Type1,11,3048.6982
16.25,Low Fat,0.025612348,Fruits and Vegetables,168.2474,Medium,Tier 3,Supermarket Type3,28,3200.5006
20.2,Non-Edible,0.099893424,Household,187.6898,Small,Tier 2,Supermarket Type1,9,3928.8858
20.6,Regular,0.030504756,Dairy,212.6244,Small,Tier 2,Supermarket Type1,9,3599.3148
9.195,Low Fat,0.107891398,Snack Foods,182.7634,Small,Tier 1,Supermarket Type1,16,3817.0314
10.0,Non-Edible,0.073493831,Health and Hygiene,118.344,Medium,Tier 1,Supermarket Type1,14,1797.66
12.0,Low Fat,0.034112833,Canned,180.1976,Medium,Tier 3,Supermarket Type2,4,3984.1472
17.75,Low Fat,0.073559521,Seafood,33.9216,Small,Tier 2,Supermarket Type1,11,830.9184
14.3,Low Fat,0.122571209,Dairy,122.373,Small,Tier 1,Supermarket Type1,16,985.384
14.0,Regular,0.037340835,Frozen Foods,163.1526,Medium,Tier 3,Supermarket Type3,28,3946.8624
14.5,Low Fat,0.062239081,Dairy,154.2998,Medium,Tier 3,Supermarket Type2,4,1691.7978
16.75,Low Fat,0.045009952,Snack Foods,186.8556,High,Tier 3,Supermarket Type1,26,2440.8228
15.5,Regular,0.086320509,Frozen Foods,48.1692,Small,Tier 2,Supermarket Type1,6,985.384
10.195,Low Fat,0.112203445,Hard Drinks,111.786,Small,Tier 2,Supermarket Type1,9,1697.79
17.25,Low Fat,0.035064318,Dairy,92.412,Small,Tier 1,Supermarket Type1,16,1304.968
8.315,Regular,0.035773394,Baking Goods,144.3444,Small,Tier 2,Supermarket Type1,6,3483.4656
11.6,Regular,0.077100381,Frozen Foods,172.4106,High,Tier 3,Supermarket Type1,26,1539.9954
15.85,Regular,0.060800116,Meat,44.4744,Medium,Tier 3,Supermarket Type3,28,769.6648
19.2,Regular,0.00978492,Starchy Foods,225.9062,Small,Tier 1,Grocery Store,28,451.4124
18.75,Low Fat,0.09246392,Snack Foods,190.9504,Small,Tier 1,Grocery Store,28,383.5008
8.27,Non-Edible,0.018797945,Health and Hygiene,241.288,High,Tier 3,Supermarket Type1,26,5512.824
13.65,Low Fat,0.03595391,Snack Foods,185.2924,Small,Tier 2,Supermarket Type1,9,3146.5708
15.6,Low Fat,0.063081713,Snack Foods,125.7704,Small,Tier 3,Grocery Store,15,250.3408
13.65,Low Fat,0.066657791,Frozen Foods,32.6558,Small,Tier 3,Grocery Store,15,67.9116
16.75,Non-Edible,0.07585337,Health and Hygiene,36.8532,Medium,Tier 1,Supermarket Type1,14,1150.5024
7.72,Regular,0.087936752,Fruits and Vegetables,115.9466,Medium,Tier 3,Supermarket Type3,28,4124.631
10.395,Low Fat,0.030281543,Baking Goods,116.3176,Medium,Tier 3,Supermarket Type2,4,1259.6936
18.25,Low Fat,0.01520491,Snack Foods,197.2084,Medium,Tier 3,Supermarket Type3,28,4166.5764
7.76,Low Fat,0.05930285,Snack Foods,98.77,High,Tier 3,Supermarket Type1,26,1697.79
20.75,Low Fat,0.040421193,Fruits and Vegetables,122.173,Small,Tier 3,Grocery Store,15,369.519
15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,Small,Tier 3,Grocery Store,15,185.7582
12.35,Regular,0.033813351,Meat,198.1426,Medium,Tier 1,Supermarket Type1,14,3757.1094
8.75,Regular,0.074778547,Fruits and Vegetables,186.3556,Small,Tier 2,Supermarket Type1,11,3567.3564
17.2,Regular,0.012012071,Canned,163.1184,Small,Tier 1,Supermarket Type1,16,4623.3152
20.75,Regular,0.083606565,Frozen Foods,178.8318,Small,Tier 1,Supermarket Type1,16,3608.636
10.195,Regular,0.146662938,Frozen Foods,138.6838,Small,Tier 1,Supermarket Type1,16,2388.2246
8.365,Regular,0.039811272,Fruits and Vegetables,191.3188,High,Tier 3,Supermarket Type1,26,2285.0256
13.5,Regular,0.067859568,Dairy,60.1562,Small,Tier 2,Supermarket Type1,9,1599.9174
15.85,Low Fat,0.135836915,Canned,93.8094,Medium,Tier 3,Supermarket Type3,28,3237.1196
9.8,Regular,0.056386541,Breads,84.6908,Small,Tier 1,Supermarket Type1,16,503.3448
12.85,Low Fat,0.03046847,Starchy Foods,254.704,Medium,Tier 3,Supermarket Type3,28,3036.048
17.35,Regular,0.041474232,Frozen Foods,93.0804,Small,Tier 1,Supermarket Type1,16,826.9236
18.5,Regular,0.061955439,Frozen Foods,145.1418,Medium,Tier 3,Supermarket Type3,28,4561.3958
8.42,Non-Edible,0.070856383,Household,217.4192,Medium,Tier 3,Supermarket Type2,4,431.4384
8.05,Regular,0.164679597,Dairy,112.1518,Small,Tier 1,Supermarket Type1,16,1252.3698
7.655,Low Fat,0.031938828,Canned,114.1492,Small,Tier 2,Supermarket Type1,9,1158.492
20.6,Low Fat,0.083473583,Baking Goods,120.8756,Small,Tier 2,Supermarket Type1,6,1211.756
20.85,Low Fat,0.062606583,Frozen Foods,192.2478,Small,Tier 3,Grocery Store,15,387.4956
18.35,Low Fat,0.098629062,Fruits and Vegetables,90.6462,Medium,Tier 3,Supermarket Type3,28,2406.2012
14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,High,Tier 3,Supermarket Type1,26,2085.9514
15.1,Regular,0.1001628945,Fruits and Vegetables,146.2786,Small,Tier 3,Grocery Store,15,433.4358
8.275,Non-Edible,0.110197977,Household,104.2306,High,Tier 3,Supermarket Type1,26,3658.571
11.0,Regular,0.057011062,Fruits and Vegetables,241.9512,High,Tier 3,Supermarket Type1,26,2908.2144
12.1,Non-Edible,0.01545846,Household,166.0526,Medium,Tier 1,Supermarket Type1,14,3617.9572
10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,Medium,Tier 1,Supermarket Type1,14,2504.7396
13.3,Regular,0.071597469,Fruits and Vegetables,60.8536,Small,Tier 2,Supermarket Type1,11,918.804
8.43,Low Fat,0.017396308,Soft Drinks,196.0768,Medium,Tier 3,Supermarket Type2,4,4138.6128
13.8,Regular,0.064207277,Fruits and Vegetables,76.0012,Small,Tier 1,Supermarket Type1,16,1214.4192
10.5,Low Fat,0.070912843,Frozen Foods,121.5098,Medium,Tier 3,Supermarket Type3,28,2410.196
11.5,Regular,0.041994624,Frozen Foods,194.782,Small,Tier 2,Supermarket Type1,9,3475.476
19.2,Low Fat,0.124301968,Canned,89.7488,Small,Tier 2,Supermarket Type1,11,2082.6224
15.1,Regular,0.067181098,Snack Foods,258.8304,Medium,Tier 1,Supermarket Type1,14,5424.9384
9.3,Low Fat,0.015944801,Dairy,249.5092,Medium,Tier 3,Supermarket Type3,28,6474.2392
20.35,Low Fat,0.060794097,Baking Goods,233.6616,Medium,Tier 1,Supermarket Type1,14,2577.9776
19.2,Regular,0.093463546,Frozen Foods,189.1214,Medium,Tier 3,Supermarket Type3,28,2261.0568
13.0,Regular,0.030083482,Canned,61.922,Small,Tier 2,Supermarket Type1,9,1557.972
18.75,Non-Edible,0.01035692,Household,208.3954,High,Tier 3,Supermarket Type1,26,2709.1402
10.895,Low Fat,0.064362554,Fruits and Vegetables,193.7794,Medium,Tier 3,Supermarket Type3,28,4876.985
15.85,Low Fat,0.057313443,Snack Foods,53.3956,Small,Tier 1,Supermarket Type1,16,1364.89
21.0,Low Fat,0.086326707,Snack Foods,192.6478,Small,Tier 1,Grocery Store,28,387.4956
15.2,Low Fat,0.02110482,Canned,217.0824,Medium,Tier 3,Supermarket Type3,28,6769.8544
19.75,Low Fat,0.034027909,Snack Foods,212.0902,Medium,Tier 3,Supermarket Type2,4,3185.853
7.39,Non-Edible,0.120258245,Others,141.547,Small,Tier 2,Supermarket Type1,9,2290.352
20.7,Regular,0.079419755,Baking Goods,99.8042,Medium,Tier 1,Supermarket Type1,14,1488.063
18.35,Regular,0.15783357,Fruits and Vegetables,87.5882,Small,Tier 3,Grocery Store,15,171.7764
17.5,Low Fat,0.013714183,Frozen Foods,259.2304,Small,Tier 2,Supermarket Type1,6,2841.6344
10.8,Regular,0.048218142,Baking Goods,39.3138,High,Tier 3,Supermarket Type1,26,1015.345
11.5,Non-Edible,0.020960615,Health and Hygiene,133.2942,High,Tier 3,Supermarket Type1,26,2649.884
7.435,Low Fat,0.084436394,Starchy Foods,168.6158,Small,Tier 2,Supermarket Type1,9,4512.1266
13.85,Regular,0.026001976,Frozen Foods,161.521,Medium,Tier 3,Supermarket Type2,4,1794.331
9.395,Low Fat,0.159582185,Soft Drinks,224.772,Medium,Tier 1,Supermarket Type1,14,7017.532
8.905,Low Fat,0.143129124,Frozen Foods,58.8878,Small,Tier 1,Supermarket Type1,16,1151.1682
5.46,Regular,0.106538757,Fruits and Vegetables,145.4786,Medium,Tier 3,Supermarket Type3,28,5779.144
19.7,Regular,0.08096537100000001,Baking Goods,194.411,Medium,Tier 1,Supermarket Type1,14,5106.686
14.3,Low Fat,0.123264522,Dairy,123.273,Small,Tier 2,Supermarket Type1,6,1108.557
9.13,Non-Edible,0.051847425,Household,152.8024,Small,Tier 1,Supermarket Type1,16,1214.4192
8.275,Non-Edible,0.110913601,Household,106.3306,Small,Tier 2,Supermarket Type1,6,1254.3672
15.6,Regular,0.105208448,Snack Foods,170.5764,High,Tier 3,Supermarket Type1,26,4466.1864
17.6,Regular,0.039031927,Snack Foods,95.641,Medium,Tier 3,Supermarket Type3,28,1737.738
20.85,Low Fat,0.037345714,Fruits and Vegetables,106.5306,Small,Tier 1,Grocery Store,28,104.5306
5.73,Low Fat,0.075943184,Soft Drinks,85.5882,Small,Tier 3,Grocery Store,15,171.7764
12.65,Non-Edible,0.042175992,Household,106.4938,High,Tier 3,Supermarket Type1,26,2465.4574
6.215,Regular,0.049580407,Baking Goods,227.4062,High,Tier 3,Supermarket Type1,26,5191.2426
20.5,Non-Edible,0.032819637,Household,38.9822,Medium,Tier 1,Supermarket Type1,14,982.055
5.75,Regular,0.075107656,Dairy,112.8176,High,Tier 3,Supermarket Type1,26,1374.2112
16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,Small,Tier 3,Grocery Store,15,790.9704
8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,Small,Tier 2,Supermarket Type1,9,5153.292
8.18,Regular,0.082333019,Frozen Foods,58.1588,High,Tier 3,Supermarket Type1,26,343.5528
12.1,Low Fat,0.020600553,Snack Foods,147.5734,Medium,Tier 1,Supermarket Type1,14,3414.8882
13.5,Regular,0.06794122550000001,Dairy,57.8562,Medium,Tier 1,Supermarket Type1,14,711.0744
5.19,Low Fat,0.042861968,Frozen Foods,196.811,Small,Tier 2,Supermarket Type1,6,3731.809
5.985,Low Fat,0.005677876,Baking Goods,184.8924,Small,Tier 2,Supermarket Type1,11,1665.8316
7.0,Low Fat,0.152261999,Canned,105.728,Small,Tier 2,Supermarket Type1,6,1278.336
5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,Small,Tier 2,Supermarket Type1,9,1587.933
6.305,Regular,0.123307177,Snack Foods,93.5436,Medium,Tier 1,Supermarket Type1,14,283.6308
5.82,Regular,0.077756427,Fruits and Vegetables,254.533,Small,Tier 2,Supermarket Type1,6,1281.665
18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,Small,Tier 2,Supermarket Type1,9,555.2772
12.85,Low Fat,0.165694219,Frozen Foods,39.7164,Small,Tier 3,Grocery Store,15,231.6984
19.5,Low Fat,0.082152451,Canned,179.9002,Medium,Tier 3,Supermarket Type3,28,4119.3046
16.2,Regular,0.128682722,Frozen Foods,178.437,Small,Tier 2,Supermarket Type1,11,1058.622
8.21,Low Fat,0.044888397,Dairy,87.3198,High,Tier 3,Supermarket Type1,26,610.5386
14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,Small,Tier 2,Supermarket Type1,6,788.3072
17.35,Low Fat,0.014721579,Frozen Foods,73.1038,Small,Tier 2,Supermarket Type1,11,886.8456
7.5,Non-Edible,0.096806008,Household,56.2588,Medium,Tier 3,Supermarket Type2,4,687.1056
11.5,Low Fat,0.014921093,Starchy Foods,173.908,Medium,Tier 3,Supermarket Type2,4,1211.756
16.7,Low Fat,0.022110425,Dairy,110.8886,Small,Tier 2,Supermarket Type1,11,3558.0352
11.8,Regular,0.07665661,Snack Foods,32.3558,High,Tier 3,Supermarket Type1,26,169.779
12.15,Regular,0.058663727,Fruits and Vegetables,164.1552,Medium,Tier 3,Supermarket Type2,4,3249.104
17.7,Regular,0.122065518,Meat,103.3674,Medium,Tier 1,Supermarket Type1,14,2546.685
15.35,Non-Edible,0.035292855,Household,124.573,Medium,Tier 3,Supermarket Type2,4,1601.249
7.475,Non-Edible,0.075845634,Household,156.0656,Medium,Tier 1,Supermarket Type1,14,1853.5872
9.3,Non-Edible,0.044843161,Household,246.1802,Medium,Tier 3,Supermarket Type2,4,2702.4822
10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2042,High,Tier 3,Supermarket Type1,26,396.8168
6.695,Low Fat,0.033935576,Frozen Foods,219.4456,Small,Tier 1,Supermarket Type1,16,3094.6384
16.75,Regular,0.008525061,Meat,72.5038,Medium,Tier 3,Supermarket Type3,28,2512.7292
12.65,Low Fat,0.123531974,Meat,107.8938,Small,Tier 1,Supermarket Type1,16,750.3566
5.26,Regular,0.02439015,Breads,95.9068,Medium,Tier 3,Supermarket Type3,28,3207.8244
12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,Small,Tier 2,Supermarket Type1,11,1379.5376
16.7,Low Fat,0.070297175,Dairy,216.385,Small,Tier 2,Supermarket Type1,11,3678.545
12.1,Low Fat,0.147663025,Fruits and Vegetables,106.028,Medium,Tier 3,Supermarket Type3,28,1810.976
19.1,Low Fat,0.09688421,Fruits and Vegetables,233.5958,Medium,Tier 1,Supermarket Type1,14,2336.958
11.8,Regular,0.077154417,Snack Foods,35.7558,Small,Tier 2,Supermarket Type1,6,577.2486
6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,High,Tier 3,Supermarket Type1,26,1929.4884
8.6,Non-Edible,0.090558833,Household,112.6176,Medium,Tier 3,Supermarket Type2,4,3091.9752
16.7,Regular,0.091437584,Starchy Foods,64.3168,Small,Tier 3,Grocery Store,15,127.8336
7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,Small,Tier 2,Supermarket Type1,9,3563.3616
10.5,Regular,0.026424424,Baking Goods,145.2128,Small,Tier 2,Supermarket Type1,11,3739.1328
15.35,Low Fat,0.074601506,Snack Foods,90.983,Small,Tier 2,Supermarket Type1,9,1348.245
18.2,Non-Edible,0.058799705,Household,220.7456,Small,Tier 2,Supermarket Type1,6,4420.912
10.895,Low Fat,0.027032204,Frozen Foods,106.328,Small,Tier 2,Supermarket Type1,6,852.224
21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,Medium,Tier 3,Supermarket Type2,4,383.5008
20.5,Low Fat,0.036346224,Frozen Foods,72.9696,Small,Tier 2,Supermarket Type1,9,596.5568
15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,Small,Tier 3,Grocery Store,15,102.5332
6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,Small,Tier 1,Supermarket Type1,16,2988.1104
14.6,Non-Edible,0.059671998500000004,Others,242.3538,Small,Tier 2,Supermarket Type1,9,5287.7836
15.85,Regular,0.110202066,Frozen Foods,39.7506,Medium,Tier 1,Supermarket Type1,14,721.0614
8.27,Regular,0.128126825,Soft Drinks,183.2924,Small,Tier 2,Supermarket Type1,6,2406.2012
13.65,Regular,0.025961116,Snack Foods,80.4302,Medium,Tier 1,Supermarket Type1,14,316.9208
16.75,Regular,0.014998914,Meat,72.4038,Small,Tier 1,Grocery Store,28,221.7114
10.8,Non-Edible,0.041831008,Health and Hygiene,186.6214,High,Tier 3,Supermarket Type1,26,2261.0568
6.11,Regular,0.103340142,Fruits and Vegetables,131.2968,Medium,Tier 3,Supermarket Type2,4,913.4776
13.65,Regular,0.012823829,Snack Foods,55.5588,Small,Tier 2,Supermarket Type1,6,916.1408
12.3,Regular,0.058116758,Snack Foods,57.3562,High,Tier 3,Supermarket Type1,26,177.7686
9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,Small,Tier 1,Supermarket Type1,16,2556.672
20.7,Regular,0.04745185,Dairy,214.6876,High,Tier 3,Supermarket Type1,26,3001.4264
17.5,Low Fat,0.052740763,Snack Foods,103.799,Small,Tier 2,Supermarket Type1,6,1135.189
19.7,Low Fat,0.066935459,Snack Foods,177.537,Small,Tier 1,Supermarket Type1,16,3175.866
11.6,Regular,0.009763021,Snack Foods,226.2404,Small,Tier 1,Supermarket Type1,16,1800.3232
9.285,Regular,0.021049215,Snack Foods,161.0578,Small,Tier 2,Supermarket Type1,11,2406.867
10.6,Regular,0.033052168,Breakfast,49.7008,Small,Tier 1,Supermarket Type1,16,961.4152
17.35,Regular,0.027653795,Canned,88.0856,Medium,Tier 1,Supermarket Type1,14,1318.284
7.075,Low Fat,0.058437653,Dairy,143.0128,Medium,Tier 1,Supermarket Type1,14,1150.5024
17.0,Regular,0.026563851,Canned,141.247,Small,Tier 2,Supermarket Type1,9,3292.381
7.105,Non-Edible,0.044591774,Household,59.6562,Medium,Tier 3,Supermarket Type3,28,2192.4794
14.1,Low Fat,0.089660816,Canned,140.0496,Small,Tier 2,Supermarket Type1,9,1411.496
7.39,Non-Edible,0.092705683,Household,251.9066,High,Tier 3,Supermarket Type1,26,4267.1122
14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,Small,Tier 2,Supermarket Type1,6,3690.5294
6.55,Regular,0.034800079,Breads,157.5288,Small,Tier 2,Supermarket Type1,6,1571.288
6.44,Low Fat,0.132590283,Breads,98.17,Small,Tier 3,Grocery Store,15,199.74
8.895,Low Fat,0.026397141,Frozen Foods,207.8954,Small,Tier 2,Supermarket Type1,11,3542.7218
12.85,Low Fat,0.033172957,Snack Foods,172.0422,Small,Tier 2,Supermarket Type1,9,5345.7082
5.175,Low Fat,0.037391881,Canned,83.2224,Small,Tier 2,Supermarket Type1,9,1789.6704
11.5,Low Fat,0.171050595,Snack Foods,126.3704,Small,Tier 2,Supermarket Type1,9,3880.2824
20.25,Regular,0.018805105,Fruits and Vegetables,220.6772,Small,Tier 1,Supermarket Type1,16,2223.772
15.1,Low Fat,0.055362033500000005,Fruits and Vegetables,216.4166,Small,Tier 2,Supermarket Type1,11,2830.3158
10.195,Low Fat,0.0514111,Breads,33.0558,Medium,Tier 3,Supermarket Type3,28,984.7182
7.31,Low Fat,0.026830586,Snack Foods,108.057,Medium,Tier 1,Supermarket Type1,14,2087.283
9.8,Low Fat,0.025960174,Snack Foods,214.885,Medium,Tier 3,Supermarket Type3,28,4976.855
